seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	69202023	69202041	19	*	X1739	4193	69201971	69239320	37350	+	0	inside	51	MDM2
chr12	69979304	69979559	256	*	X1740	100500903	69978502	69978603	102	-	700	upstream	700	MIR3913-1
chr12	69979304	69979559	256	*	X1740	10576	69979208	69995357	16150	+	0	inside	95	CCT2
chr12	70636904	70636917	14	*	X1741	4848	70636774	70748773	112000	+	0	inside	129	CNOT2
chr12	72233308	72233401	94	*	X1742	64786	72233487	72320629	87143	+	85	upstream	85	TBC1D15
chr12	77157621	77157647	27	*	X1747	23390	77157854	77247474	89621	+	206	upstream	206	ZDHHC17
chr12	77158058	77158271	214	*	X1748	23390	77157854	77247474	89621	+	0	inside	203	ZDHHC17
chr12	77459071	77459134	64	*	X1749	144455	77415026	77459360	44335	-	0	inside	225	E2F7
chr12	77459149	77459235	87	*	X1750	144455	77415026	77459360	44335	-	0	inside	124	E2F7
chr12	82752023	82752097	75	*	X1753	84190	82752276	82873016	120741	+	178	upstream	178	METTL25
chr12	82752356	82752543	188	*	X1754	29080	82746083	82752584	6502	-	0	inside	40	CCDC59
chr12	82752356	82752543	188	*	X1754	84190	82752276	82873016	120741	+	0	inside	79	METTL25
chr12	93836092	93836103	12	*	X1756	7334	93802088	93836026	33939	-	65	upstream	65	UBE2N
chr12	93861369	93861495	127	*	X1757	28977	93861266	93897548	36283	+	0	inside	102	MRPL42
chr12	98897948	98898009	62	*	X1759	643770	98879322	98897633	18312	-	314	upstream	314	LINC02453
chr12	102514060	102514102	43	*	X1761	55010	102513956	102591298	77343	+	0	inside	103	PARPBP
chr12	102514060	102514102	43	*	X1761	79023	102467973	102513869	45897	-	190	upstream	190	NUP37
chr12	102514117	102514139	23	*	X1762	55010	102513956	102591298	77343	+	0	inside	160	PARPBP
chr12	102514117	102514139	23	*	X1762	79023	102467973	102513869	45897	-	247	upstream	247	NUP37
chr12	102514211	102514243	33	*	X1763	55010	102513956	102591298	77343	+	0	inside	254	PARPBP
chr12	102514211	102514243	33	*	X1763	79023	102467973	102513869	45897	-	341	upstream	341	NUP37
chr12	105501625	105501819	195	*	X1766	23325	105501492	105562906	61415	+	0	inside	132	WASHC4
chr12	110434319	110434388	70	*	X1768	9815	110367607	110434194	66588	-	124	upstream	124	GIT2
chr12	110940272	110940282	11	*	X1769	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X1769	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X1770	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X1770	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	112037506	112037613	108	*	X1771	6311	111890018	112037480	147463	-	25	upstream	25	ATXN2
chr12	112037644	112037662	19	*	X1772	6311	111890018	112037480	147463	-	163	upstream	163	ATXN2
chr12	112123950	112124000	51	*	X1773	80724	112123857	112194911	71055	+	0	inside	92	ACAD10
chr12	112123950	112124000	51	*	X1773	8315	112079950	112123790	43841	-	159	upstream	159	BRAP
chr12	112451831	112451883	53	*	X1774	89894	112369087	112451023	81937	-	807	upstream	807	TMEM116
chr12	112451917	112451953	37	*	X1775	89894	112369087	112451023	81937	-	893	upstream	893	TMEM116
chr12	112847263	112847344	82	*	X1776	6128	112842994	112847443	4450	-	0	inside	98	RPL6
chr12	113623115	113623189	75	*	X1777	79039	113594978	113623284	28307	-	0	inside	94	DDX54
chr12	113623115	113623189	75	*	X1777	84934	113623555	113630119	6565	+	365	upstream	365	RITA1
chr12	115122840	115122925	86	*	X1778	6926	115108059	115121969	13911	-	870	upstream	870	TBX3
chr12	117628089	117628194	106	*	X1779	23014	117581585	117628300	46716	-	0	inside	105	FBXO21
chr12	118573992	118574046	55	*	X1780	5037	118573870	118583390	9521	+	0	inside	121	PEBP1
chr12	120966809	120966867	59	*	X1785	84274	120941082	120966964	25883	-	0	inside	96	COQ5
chr12	123011125	123011191	67	*	X1789	9735	123011809	123110947	99139	+	617	upstream	617	KNTC1
chr12	123459858	123459875	18	*	X1790	23457	123405498	123459752	54255	-	105	upstream	105	ABCB9
chr12	123459889	123459919	31	*	X1791	23457	123405498	123459752	54255	-	136	upstream	136	ABCB9
chr12	123849543	123849562	20	*	X1792	55206	123773656	123849388	75733	-	154	upstream	154	SBNO1
chr12	124086719	124086860	142	*	X1793	57696	124086672	124105482	18811	+	0	inside	46	DDX55
chr12	125399272	125399456	185	*	X1800	100847004	125400093	125400205	113	+	636	upstream	636	MIR5188
chr12	125399272	125399456	185	*	X1800	7316	125396192	125399587	3396	-	0	inside	130	UBC
chr12	132195433	132195576	144	*	X1804	6433	132195632	132284283	88652	+	55	upstream	55	SFSWAP
chr13	21347812	21347974	163	*	X1810	221143	21303073	21348095	45023	-	0	inside	120	EEF1AKMT1
chr13	21477232	21477335	104	*	X1811	64328	21351468	21476913	125446	-	318	upstream	318	XPO4
chr13	26796198	26796224	27	*	X1814	6049	26706253	26796508	90256	-	0	inside	283	RNF6
chr13	26796237	26796318	82	*	X1815	6049	26706253	26796508	90256	-	0	inside	189	RNF6
chr13	26829031	26829100	70	*	X1816	1024	26828756	26978569	149814	+	0	inside	274	CDK8
chr13	32889702	32889722	21	*	X1819	675	32889617	32973809	84193	+	0	inside	84	BRCA2
chr13	36920657	36920787	131	*	X1822	100507135	36920568	36943872	23305	+	0	inside	88	SPART-AS1
chr13	37574752	37574890	139	*	X1823	11340	37574678	37583751	9074	+	0	inside	73	EXOSC8
chr13	37574752	37574890	139	*	X1823	29880	37523908	37573504	49597	-	1247	upstream	1247	ALG5
chr13	45914617	45914617	1	*	X1825	100190939	45915480	45965618	50139	+	862	upstream	862	TPT1-AS1
chr13	45914853	45914992	140	*	X1826	100190939	45915480	45965618	50139	+	487	upstream	487	TPT1-AS1
chr13	48611757	48611796	40	*	X1827	55270	48611703	48621282	9580	+	0	inside	53	NUDT15
chr13	48611937	48612014	78	*	X1828	55270	48611703	48621282	9580	+	0	inside	233	NUDT15
chr13	48611937	48612014	78	*	X1828	8803	48516791	48612125	95335	-	0	inside	110	SUCLA2
chr13	48612079	48612129	51	*	X1829	8803	48516791	48612125	95335	-	0	overlapStart	0	SUCLA2
chr13	51796227	51796263	37	*	X1830	220108	51796470	51858377	61908	+	206	upstream	206	FAM124A
chr13	53226688	53226701	14	*	X1831	10910	53226831	53262433	35603	+	129	upstream	129	SUGT1
chr13	79980596	79980702	107	*	X1836	100505538	79980444	79998468	18025	+	0	inside	151	RBM26-AS1
chr13	79980596	79980702	107	*	X1836	64062	79894100	79979923	85824	-	672	upstream	672	RBM26
chr13	92000027	92000097	71	*	X1838	407975	92000074	92006829	6756	+	0	overlapStart	0	MIR17HG
chr13	92000172	92000258	87	*	X1839	407975	92000074	92006829	6756	+	0	inside	97	MIR17HG
chr13	93879132	93879139	8	*	X1840	10082	93879078	95060273	1181196	+	0	inside	53	GPC6
chr13	101241236	101241251	16	*	X1841	87769	101182418	101241046	58629	-	189	upstream	189	GGACT
chr13	113242326	113242411	86	*	X1848	10426	113139328	113242481	103154	-	0	inside	69	TUBGCP3
chr13	113862834	113862926	93	*	X1849	55795	113831853	113863029	31177	-	0	inside	102	PCID2
chr13	113862834	113862926	93	*	X1849	8451	113863086	113919392	56307	+	159	upstream	159	CUL4A
chr13	114238513	114238572	60	*	X1851	7027	114239003	114295788	56786	+	430	upstream	430	TFDP1
chr13	114238608	114238702	95	*	X1852	7027	114239003	114295788	56786	+	300	upstream	300	TFDP1
chr14	20937591	20937606	16	*	X1857	4860	20937538	20946165	8628	+	0	inside	52	PNP
chr14	20937641	20937807	167	*	X1858	4860	20937538	20946165	8628	+	0	inside	102	PNP
chr14	23452075	23452205	131	*	X1859	84962	23440410	23451848	11439	-	226	upstream	226	AJUBA
chr14	24563601	24563675	75	*	X1860	5106	24563483	24573339	9857	+	0	inside	117	PCK2
chr14	24740613	24740667	55	*	X1861	5875	24734744	24740833	6090	-	0	inside	165	RABGGTA
chr14	31676704	31676846	143	*	X1864	25831	31569324	31676915	107592	-	0	inside	68	HECTD1
chr14	35451588	35451617	30	*	X1866	6729	35452104	35498773	46670	+	486	upstream	486	SRP54
chr14	35591572	35591622	51	*	X1868	55012	35554678	35591679	37002	-	0	inside	56	PPP2R3C
chr14	35591572	35591622	51	*	X1868	9692	35591527	35786682	195156	+	0	inside	44	PRORP
chr14	35591668	35591695	28	*	X1869	55012	35554678	35591679	37002	-	0	overlapStart	0	PPP2R3C
chr14	35591668	35591695	28	*	X1869	9692	35591527	35786682	195156	+	0	inside	140	PRORP
chr14	35761680	35761775	96	*	X1870	5687	35761574	35786682	25109	+	0	inside	105	PSMA6
chr14	35761808	35761828	21	*	X1871	5687	35761574	35786682	25109	+	0	inside	233	PSMA6
chr14	37641404	37641689	286	*	X1875	100129794	37641231	37642998	1768	+	0	inside	172	SLC25A21-AS1
chr14	37641404	37641689	286	*	X1875	89874	37147126	37641865	494740	-	0	inside	175	SLC25A21
chr14	39639485	39639498	14	*	X1878	122553	39617015	39639634	22620	-	0	inside	135	TRAPPC6B
chr14	39736331	39736474	144	*	X1879	100288846	39734907	39736265	1359	-	65	upstream	65	MIA2-AS1
chr14	50065707	50065713	7	*	X1881	122769	50065415	50081390	15976	+	0	inside	291	LRR1
chr14	50234980	50235048	69	*	X1883	23588	50234787	50249856	15070	+	0	inside	192	KLHDC2
chr14	50359895	50359928	34	*	X1884	382	50359736	50363772	4037	+	0	inside	158	ARF6
chr14	55518424	55518476	53	*	X1887	93487	55518362	55536912	18551	+	0	inside	61	MAPK1IP1L
chr14	55518500	55518521	22	*	X1888	93487	55518362	55536912	18551	+	0	inside	137	MAPK1IP1L
chr14	55518602	55518638	37	*	X1889	93487	55518362	55536912	18551	+	0	inside	239	MAPK1IP1L
chr14	55518651	55518721	71	*	X1890	93487	55518362	55536912	18551	+	0	inside	288	MAPK1IP1L
chr14	55878339	55878464	126	*	X1891	22863	55833109	55878576	45468	-	0	inside	111	ATG14
chr14	59950523	59950810	288	*	X1893	51528	59951161	59972081	20921	+	350	upstream	350	JKAMP
chr14	61201580	61201643	64	*	X1894	4331	61201459	61435398	233940	+	0	inside	120	MNAT1
chr14	64970329	64970346	18	*	X1898	22890	64970703	65000408	29706	+	356	upstream	356	ZBTB1
chr14	64970731	64970861	131	*	X1899	22890	64970703	65000408	29706	+	0	inside	27	ZBTB1
chr14	65879144	65879180	37	*	X1900	645431	65877311	65879335	2025	-	0	inside	154	FUT8-AS1
chr14	65879228	65879253	26	*	X1901	645431	65877311	65879335	2025	-	0	inside	81	FUT8-AS1
chr14	69445782	69445845	64	*	X1902	161159	69446399	69454180	7782	+	553	upstream	553	ACTN1-DT
chr14	69445782	69445845	64	*	X1902	87	69340840	69446083	105244	-	0	inside	237	ACTN1
chr14	69864892	69864898	7	*	X1903	2079	69846840	69865021	18182	-	0	inside	122	ERH
chr14	69864892	69864898	7	*	X1903	55334	69865096	69929107	64012	+	197	upstream	197	SLC39A9
chr14	70234260	70234334	75	*	X1905	100289511	70233000	70234430	1431	-	0	inside	95	LOC100289511
chr14	71107968	71108037	70	*	X1906	23508	71108504	71142077	33574	+	466	upstream	466	TTC9
chr14	74318638	74318788	151	*	X1907	145482	74318534	74352168	33635	+	0	inside	103	PTGR2
chr14	74318638	74318788	151	*	X1907	57862	74318674	74398991	80318	+	0	overlapStart	0	ZNF410
chr14	75230134	75230196	63	*	X1908	56252	75230069	75304013	73945	+	0	inside	64	YLPM1
chr14	75348672	75348771	100	*	X1909	1743	75348594	75370450	21857	+	0	inside	77	DLST
chr14	75593536	75593666	131	*	X1910	91754	75548818	75593778	44961	-	0	inside	111	NEK9
chr14	75593864	75593946	83	*	X1911	91754	75548818	75593778	44961	-	85	upstream	85	NEK9
chr14	75643025	75643254	230	*	X1912	10972	75598171	75643349	45179	-	0	inside	94	TMED10
chr14	77564003	77564017	15	*	X1916	85457	77564578	77583630	19053	+	560	upstream	560	CIPC
chr14	81687581	81687596	16	*	X1919	2957	81641796	81687575	45780	-	5	upstream	5	GTF2A1
chr14	90863100	90863170	71	*	X1921	801	90863327	90874619	11293	+	156	upstream	156	CALM1
chr14	91977074	91977135	62	*	X1922	55671	91923956	91976813	52858	-	260	upstream	260	PPP4R3A
chr14	92588381	92588458	78	*	X1923	4707	92582468	92588153	5686	-	227	upstream	227	NDUFB1
chr14	92588381	92588458	78	*	X1923	53981	92588298	92630543	42246	+	0	inside	82	CPSF2
chr14	93214809	93214863	55	*	X1924	5641	93170152	93215047	44896	-	0	inside	183	LGMN
chr14	96968798	96968828	31	*	X1929	10914	96968713	97033453	64741	+	0	inside	84	PAPOLA
chr14	100626486	100626519	34	*	X1930	123099	100612753	100626012	13260	-	473	upstream	473	DEGS2
chr14	102430995	102431285	291	*	X1933	1778	102430865	102517135	86271	+	0	inside	129	DYNC1H1
chr14	103800170	103800194	25	*	X1935	1983	103800339	103811361	11023	+	144	upstream	144	EIF5
chr14	103800605	103800689	85	*	X1936	1983	103800339	103811361	11023	+	0	inside	265	EIF5
chr14	104028363	104028380	18	*	X1941	3831	104029299	104167888	138590	+	918	upstream	918	KLC1
chr14	104028363	104028380	18	*	X1941	84334	104029299	104057236	27938	+	918	upstream	918	COA8
chr14	105487848	105487885	38	*	X1950	55038	105475910	105487425	11516	-	422	upstream	422	CDCA4
chr14	105781725	105781746	22	*	X1952	2972	105675623	105781914	106292	-	0	inside	167	BRF1
chr15	22833539	22833697	159	*	X1954	114791	22833395	22873891	40497	+	0	inside	143	TUBGCP5
chr15	29562150	29562185	36	*	X1956	56160	29560353	29562020	1668	-	129	upstream	129	NSMCE3
chr15	29562233	29562250	18	*	X1957	56160	29560353	29562020	1668	-	212	upstream	212	NSMCE3
chr15	31283651	31283716	66	*	X1959	54893	31231144	31283807	52664	-	0	inside	90	MTMR10
chr15	35261760	35261860	101	*	X1961	9716	35148552	35261995	113444	-	0	inside	134	AQR
chr15	35280264	35280428	165	*	X1962	54989	35270542	35280497	9956	-	0	inside	68	ZNF770
chr15	35280681	35280816	136	*	X1963	54989	35270542	35280497	9956	-	183	upstream	183	ZNF770
chr15	35280837	35280864	28	*	X1964	54989	35270542	35280497	9956	-	339	upstream	339	ZNF770
chr15	38543695	38543746	52	*	X1965	161742	38545052	38649450	104399	+	1305	upstream	1305	SPRED1
chr15	38746437	38746548	112	*	X1966	283742	38746328	38777063	30736	+	0	inside	108	FAM98B
chr15	40987458	40987535	78	*	X1968	100505648	40985953	40987303	1351	-	154	upstream	154	RAD51-AS1
chr15	40987458	40987535	78	*	X1968	5888	40987327	41024356	37030	+	0	inside	130	RAD51
chr15	41624682	41624723	42	*	X1969	11339	41601466	41624819	23354	-	0	inside	95	OIP5
chr15	41624682	41624723	42	*	X1969	51203	41624892	41673248	48357	+	168	upstream	168	NUSAP1
chr15	43622584	43622708	125	*	X1970	161823	43622872	43646096	23225	+	163	upstream	163	ADAL
chr15	43622584	43622708	125	*	X1970	9836	43619974	43622820	2847	-	0	inside	111	LCMT2
chr15	50647408	50647572	165	*	X1971	2553	50569389	50647605	78217	-	0	inside	32	GABPB1
chr15	50647408	50647572	165	*	X1971	55056	50641135	50647076	5942	-	331	upstream	331	GABPB1-IT1
chr15	50647712	50647739	28	*	X1972	2553	50569389	50647605	78217	-	106	upstream	106	GABPB1
chr15	50647712	50647739	28	*	X1972	55056	50641135	50647076	5942	-	635	upstream	635	GABPB1-IT1
chr15	55489102	55489102	1	*	X1973	51187	55473512	55489231	15720	-	0	inside	128	RSL24D1
chr15	59225583	59225766	184	*	X1977	79811	59171244	59225852	54609	-	0	inside	85	SLTM
chr15	59226041	59226218	178	*	X1978	79811	59171244	59225852	54609	-	188	upstream	188	SLTM
chr15	59981414	59981434	21	*	X1979	663	59955062	59981642	26581	-	0	inside	207	BNIP2
chr15	62359410	62359483	74	*	X1980	145741	62359176	62363116	3941	+	0	inside	233	C2CD4A
chr15	63449556	63449649	94	*	X1981	51065	63445539	63449741	4203	-	0	inside	91	RPS27L
chr15	64126334	64126338	5	*	X1983	8925	63900817	64126147	225331	-	186	upstream	186	HERC1
chr15	65282021	65282042	22	*	X1984	51324	65255363	65282251	26889	-	0	inside	208	SPG21
chr15	65822895	65822962	68	*	X1985	51495	65822827	65870693	47867	+	0	inside	67	HACD3
chr15	66161875	66161927	53	*	X1986	8766	66161797	66184329	22533	+	0	inside	77	RAB11A
chr15	68569864	68569921	58	*	X1989	10116	68570141	68583640	13500	+	219	upstream	219	FEM1B
chr15	72523394	72523481	88	*	X1994	5315	72491370	72523727	32358	-	0	inside	245	PKM
chr15	72668522	72668594	73	*	X1995	3073	72635778	72668520	32743	-	1	upstream	1	HEXA
chr15	72668522	72668594	73	*	X1995	60677	72559086	72668520	109435	-	1	upstream	1	CELF6
chr15	72668522	72668594	73	*	X1995	80072	72668454	72671129	2676	+	0	inside	67	HEXA-AS1
chr15	75316010	75316096	87	*	X1996	60490	75315927	75343067	27141	+	0	inside	82	PPCDC
chr15	75932053	75932428	376	*	X1998	55272	75931426	75932664	1239	-	0	inside	235	IMP3
chr15	79384295	79384351	57	*	X2002	5923	79252289	79383215	130927	-	1079	upstream	1079	RASGRF1
chr15	79603612	79603707	96	*	X2003	23423	79603491	79704334	100844	+	0	inside	120	TMED3
chr15	80445419	80445476	58	*	X2004	2184	80445131	80478924	33794	+	0	inside	287	FAH
chr15	82339031	82339246	216	*	X2007	84206	82334119	82338484	4366	-	546	upstream	546	MEX3B
chr15	83735783	83735932	150	*	X2008	100616404	83736087	83736167	81	+	154	upstream	154	MIR4515
chr15	83735783	83735932	150	*	X2008	53339	83685181	83736106	50926	-	0	inside	173	BTBD1
chr15	101792689	101792702	14	*	X2015	22856	101715928	101792137	76210	-	551	upstream	551	CHSY1
chr15	102192727	102192818	92	*	X2016	80213	102173180	102192594	19415	-	132	upstream	132	TM2D3
chr16	103176	103192	17	*	X2017	79622	103829	107669	3841	+	636	upstream	636	SNRNP25
chr16	577199	577328	130	*	X2020	64493	576847	577407	561	-	0	inside	78	LINC00235
chr16	577199	577328	130	*	X2020	6650	577856	604636	26781	+	527	upstream	527	CAPN15
chr16	686125	686290	166	*	X2021	84326	684429	686347	1919	-	0	inside	56	METTL26
chr16	686515	686553	39	*	X2022	84326	684429	686347	1919	-	167	upstream	167	METTL26
chr16	686565	686650	86	*	X2023	84326	684429	686347	1919	-	217	upstream	217	METTL26
chr16	770840	771020	181	*	X2024	65990	771142	772590	1449	+	121	upstream	121	ANTKMT
chr16	1662764	1662862	99	*	X2027	57585	1664641	1736695	72055	+	1778	upstream	1778	CRAMP1
chr16	1662764	1662862	99	*	X2027	9742	1560428	1662109	101682	-	654	upstream	654	IFT140
chr16	1823400	1823437	38	*	X2029	197342	1823229	1826340	3112	+	0	inside	170	EME2
chr16	1823400	1823437	38	*	X2029	4832	1820321	1821710	1390	-	1689	upstream	1689	NME3
chr16	1823400	1823437	38	*	X2029	65993	1821896	1823140	1245	-	259	upstream	259	MRPS34
chr16	1877267	1877465	199	*	X2030	3029	1859104	1877195	18092	-	71	upstream	71	HAGH
chr16	1877267	1877465	199	*	X2030	81889	1877225	1890203	12979	+	0	inside	41	FAHD1
chr16	2014667	2014780	114	*	X2031	26784	2012974	2013107	134	-	1559	upstream	1559	SNORA64
chr16	2014667	2014780	114	*	X2031	6187	2012062	2014827	2766	-	0	inside	46	RPS2
chr16	2014667	2014780	114	*	X2031	677844	2015185	2015311	127	+	404	upstream	404	SNORA78
chr16	2014667	2014780	114	*	X2031	735301	2014997	2015505	509	+	216	upstream	216	SNHG9
chr16	2021843	2021852	10	*	X2032	10607	2022064	2028751	6688	+	211	upstream	211	TBL3
chr16	2255224	2255301	78	*	X2035	64223	2255178	2259418	4241	+	0	inside	45	MLST8
chr16	2255324	2255343	20	*	X2036	64223	2255178	2259418	4241	+	0	inside	145	MLST8
chr16	2732255	2732344	90	*	X2040	54442	2732495	2759031	26537	+	150	upstream	150	KCTD5
chr16	2802375	2802412	38	*	X2041	100128788	2787077	2802601	15525	-	0	inside	188	SRRM2-AS1
chr16	2802375	2802412	38	*	X2041	23524	2802330	2821413	19084	+	0	inside	44	SRRM2
chr16	2803148	2803185	38	*	X2042	100128788	2787077	2802601	15525	-	546	upstream	546	SRRM2-AS1
chr16	2803241	2803349	109	*	X2043	100128788	2787077	2802601	15525	-	639	upstream	639	SRRM2-AS1
chr16	2803362	2803391	30	*	X2044	100128788	2787077	2802601	15525	-	760	upstream	760	SRRM2-AS1
chr16	2826943	2827068	126	*	X2045	6923	2821415	2827297	5883	-	0	inside	228	ELOB
chr16	3074124	3074264	141	*	X2046	54985	3072626	3074287	1662	-	0	inside	22	HCFC1R1
chr16	3074124	3074264	141	*	X2046	79228	3074032	3077756	3725	+	0	inside	91	THOC6
chr16	3162340	3162475	136	*	X2048	7755	3162563	3170518	7956	+	87	upstream	87	ZNF205
chr16	3162656	3162699	44	*	X2049	7755	3162563	3170518	7956	+	0	inside	92	ZNF205
chr16	4664640	4664797	158	*	X2054	124402	4658884	4664927	6044	-	0	inside	129	UBALD1
chr16	4896691	4896696	6	*	X2055	29855	4896666	4932363	35698	+	0	inside	24	UBN1
chr16	5008544	5008811	268	*	X2056	9717	5008318	5069156	60839	+	0	inside	225	SEC14L5
chr16	11945155	11945354	200	*	X2062	26156	11928055	11945442	17388	-	0	inside	87	RSL1D1
chr16	14723968	14723975	8	*	X2064	5073	14529557	14724128	194572	-	0	inside	152	PARN
chr16	15982279	15982398	120	*	X2065	123811	15959577	15982447	22871	-	0	inside	48	CEP20
chr16	18801457	18801606	150	*	X2066	6210	18794277	18801656	7380	-	0	inside	49	RPS15A
chr16	18812503	18812575	73	*	X2067	23204	18802991	18812857	9867	-	0	inside	281	ARL6IP1
chr16	18812602	18812751	150	*	X2068	23204	18802991	18812857	9867	-	0	inside	105	ARL6IP1
chr16	18813213	18813235	23	*	X2069	23204	18802991	18812857	9867	-	355	upstream	355	ARL6IP1
chr16	20817533	20817552	20	*	X2070	81691	20817767	20860990	43224	+	214	upstream	214	REXO5
chr16	22308844	22308924	81	*	X2073	55718	22308696	22346424	37729	+	0	inside	147	POLR3E
chr16	23313389	23313479	91	*	X2074	6338	23313591	23392620	79030	+	111	upstream	111	SCNN1B
chr16	23521577	23521724	148	*	X2075	23062	23474863	23521815	46953	-	0	inside	90	GGA2
chr16	25268984	25269133	150	*	X2077	342357	25247322	25268855	21534	-	128	upstream	128	ZKSCAN2
chr16	28565311	28565469	159	*	X2079	112869	28565249	28603111	37863	+	0	inside	61	SGF29
chr16	28833824	28833891	68	*	X2080	11273	28834369	28848558	14190	+	477	upstream	477	ATXN2L
chr16	28891606	28891663	58	*	X2081	100289092	28890278	28891242	965	-	363	upstream	363	ATP2A1-AS1
chr16	28891676	28891697	22	*	X2082	100289092	28890278	28891242	965	-	433	upstream	433	ATP2A1-AS1
chr16	30108547	30108553	7	*	X2086	83719	30103635	30107537	3903	-	1009	upstream	1009	YPEL3
chr16	30108589	30108599	11	*	X2087	83719	30103635	30107537	3903	-	1051	upstream	1051	YPEL3
chr16	30389922	30389945	24	*	X2088	197407	30389633	30411429	21797	+	0	inside	288	ZNF48
chr16	30709572	30709748	177	*	X2092	10847	30709914	30756517	46604	+	165	upstream	165	SRCAP
chr16	30709572	30709748	177	*	X2092	730183	30709025	30709810	786	-	0	inside	61	LOC730183
chr16	30710033	30710039	7	*	X2093	10847	30709914	30756517	46604	+	0	inside	118	SRCAP
chr16	30710033	30710039	7	*	X2093	730183	30709025	30709810	786	-	222	upstream	222	LOC730183
chr16	30710217	30710287	71	*	X2094	730183	30709025	30709810	786	-	406	upstream	406	LOC730183
chr16	30886853	30886909	57	*	X2097	100616231	30886587	30886644	58	-	208	upstream	208	MIR4519
chr16	30907052	30907089	38	*	X2098	1489	30907928	30914881	6954	+	838	upstream	838	CTF1
chr16	30907052	30907089	38	*	X2098	9274	30846270	30905399	59130	-	1652	upstream	1652	BCL7C
chr16	30907136	30907149	14	*	X2099	1489	30907928	30914881	6954	+	778	upstream	778	CTF1
chr16	30907136	30907149	14	*	X2099	9274	30846270	30905399	59130	-	1736	upstream	1736	BCL7C
chr16	30968891	30968907	17	*	X2100	9739	30968615	30995981	27367	+	0	inside	275	SETD1A
chr16	31084518	31084570	53	*	X2102	9726	31085743	31094833	9091	+	1172	upstream	1172	ZNF646
chr16	31191215	31191374	160	*	X2103	2521	31191431	31206192	14762	+	56	upstream	56	FUS
chr16	31191499	31191644	146	*	X2104	2521	31191431	31206192	14762	+	0	inside	67	FUS
chr16	57318297	57318368	72	*	X2115	51090	57290009	57318584	28576	-	0	inside	215	PLLP
chr16	58163165	58163175	11	*	X2118	29105	58147497	58163296	15800	-	0	inside	120	CFAP20
chr16	67062760	67062814	55	*	X2120	865	67063050	67134958	71909	+	235	upstream	235	CBFB
chr16	68279347	68279467	121	*	X2124	23659	68279247	68294961	15715	+	0	inside	99	PLA2G15
chr16	69599958	69599991	34	*	X2126	100302119	69599711	69599771	61	-	186	upstream	186	MIR1538
chr16	69599958	69599991	34	*	X2126	10725	69599869	69738569	138701	+	0	inside	88	NFAT5
chr16	69788668	69788767	100	*	X2127	28987	69775757	69788871	13115	-	0	inside	103	NOB1
chr16	74330765	74330898	134	*	X2131	5713	74330673	74340186	9514	+	0	inside	91	PSMD7
chr16	74640772	74640946	175	*	X2134	2734	74481326	74641042	159717	-	0	inside	95	GLG1
chr16	74734508	74734655	148	*	X2135	197259	74705753	74734789	29037	-	0	inside	133	MLKL
chr16	75182488	75182645	158	*	X2136	162239	75182421	75206132	23712	+	0	inside	66	ZFP1
chr16	75682345	75682357	13	*	X2137	3735	75661622	75682541	20920	-	0	inside	183	KARS1
chr16	81040349	81040388	40	*	X2138	55839	81040103	81066709	26607	+	0	inside	245	CENPN
chr16	81040349	81040388	40	*	X2138	56942	81009699	81040502	30804	-	0	inside	113	CMC2
chr16	81040548	81040689	142	*	X2139	56942	81009699	81040502	30804	-	45	upstream	45	CMC2
chr16	81040739	81040744	6	*	X2140	56942	81009699	81040502	30804	-	236	upstream	236	CMC2
chr16	85045230	85045293	64	*	X2142	55625	85008067	85045141	37075	-	88	upstream	88	ZDHHC7
chr16	88869785	88869816	32	*	X2150	81620	88870186	88875666	5481	+	369	upstream	369	CDT1
chr16	88869837	88869990	154	*	X2151	81620	88870186	88875666	5481	+	195	upstream	195	CDT1
chr16	88877897	88878058	162	*	X2152	353	88875877	88878342	2466	-	0	inside	283	APRT
chr16	88878194	88878304	111	*	X2153	353	88875877	88878342	2466	-	0	inside	37	APRT
chr16	88878478	88878574	97	*	X2154	353	88875877	88878342	2466	-	135	upstream	135	APRT
chr16	89626829	89626878	50	*	X2158	606500	89627838	89627909	72	+	959	upstream	959	SNORD68
chr16	89626829	89626878	50	*	X2158	6137	89627065	89633237	6173	+	186	upstream	186	RPL13
chr16	89627161	89627410	250	*	X2159	606500	89627838	89627909	72	+	427	upstream	427	SNORD68
chr16	89627161	89627410	250	*	X2159	6137	89627065	89633237	6173	+	0	inside	95	RPL13
chr16	89627453	89627523	71	*	X2160	606500	89627838	89627909	72	+	314	upstream	314	SNORD68
chr16	89627536	89627549	14	*	X2161	606500	89627838	89627909	72	+	288	upstream	288	SNORD68
chr16	89627566	89627603	38	*	X2162	606500	89627838	89627909	72	+	234	upstream	234	SNORD68
chr16	90039052	90039181	130	*	X2163	172	90038988	90067195	28208	+	0	inside	63	AFG3L1P
chr16	90039052	90039181	130	*	X2163	92806	90036183	90039240	3058	-	0	inside	58	CENPBD1
chr16	90039211	90039216	6	*	X2164	172	90038988	90067195	28208	+	0	inside	222	AFG3L1P
